fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total,irri_arroz_risco_iminente,irri_arroz_risco_pos_deficit,irri_arroz_risco_total,irri_cafe_risco_iminente,irri_cafe_risco_pos_deficit,irri_cafe_risco_total,irri_cana_risco_iminente,irri_cana_risco_pos_deficit,irri_cana_risco_total,irri_oc_risco_iminente,irri_oc_risco_pos_deficit,irri_oc_risco_total,irri_total_risco_iminente,irri_total_risco_pos_deficit,irri_total_risco_total,cs_ish,area_scbc,area_otto,area_scbc,deman_agri,densidade,deman_agri_scbc,deman_agri_otto,perc_scbc,irri_risco_scbc,cs_ish_scbc,irri_scbc,ire_cs_irri_eco,,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Valor da produção irrigada do município  (1000 R$),Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Arroz) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Café) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Cana) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$)  em risco total., Valor de produção irrigada (1000 R$) em risco iminente, Valor de produção irrigada (1000 R$) em risco pós-déficit., Valor de produção irrigada (1000 R$) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à produção irrigada,Área total do setor censitário (km²),Área total da ottobacia (km²),Área do setor censitário interno à ottobacia (km²),Demanda agrícola por BHO (m³/s) (tabela balanços  2020),Densidade da demanda agricola na BHO (m³/s . km²) (tabela balanços 2020),Demanda agricola estimada da porção do setor cencitário interno à ottobacia (m³/s),Demanda agricola estimada para a ottobacia (m³/s),Percentual da demanda agricola na porção do setor cencitário que está na ottobacia em relação à demanda agricola total da ottobacia, Valor de produção irrigada (mil R$) em risco da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica associado à agricultura irrigada da porção do setor censitário interno a cada ottobacia., Valor de produção irrigada (mil R$) por setor cencitário,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua demanda,,Produção por Ottobacia (R$)
15514,7772761,320455905000009,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"0,278","0,054","0,067","24,005","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 143,92","R$ 0,00","R$ 143,92","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,74","R$ 0,00","R$ 1,74","R$ 145,65","R$ 0,00","R$ 145,65",3,"1,972949143","28,81619189","0,361",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15515,777275,320455905000009,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"1,972949143","47,48650228","1,575","0,007059","0,0001486527679","0,0002341281094","0,007059668599","0,03316731965","R$ 0,51","0,1",,3,Médio,1
15516,777277,320455905000009,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"1,576",0,"0,062","3,944","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"1,972949143","0,5153407335","0,037",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15517,777275,320455905000010,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,9715078581","47,48650228","0,972","0,007059","0,0001486527679","0,0001444904904","0,007059668599","0,02046897441","R$ 0,31","0,061",,3,Médio,1
15518,777275,320455905000011,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,1,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,2399715211","47,48650228","0,24","0,007059","0,0001486527679","3,567666429E-05","0,007059668599","0,005054067756","R$ 0,08","0,015",,3,Médio,1
15519,777275,320455905000012,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,2784572691","47,48650228","0,278","0,007059","0,0001486527679","4,132546947E-05","0,007059668599","0,00585429515","R$ 0,09","0,018",,3,Médio,1
15520,777274,320455905000013,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"0,093","0,003","0,003","3,713","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,8810267071","24,41822706","0,813",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15521,777275,320455905000013,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,8810267071","47,48650228","0,068","0,007059","0,0001486527679","1,010838821E-05","0,007059668599","0,001431985864","R$ 0,02","0,004",,3,Médio,1
15522,777263,320455905000014,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"0,427","0,004","0,034","8,035","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,7229023897","30,11157739","0,01","0,002798","9,292107032E-05","9,292107032E-07","0,002797946348","0,0003320981784","R$ 0,01","0,001",,3,Médio,1
15523,777265,320455905000014,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"0,175","0,024","0,024","13,835","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 45,45","R$ 0,00","R$ 45,45","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,55","R$ 0,00","R$ 0,55","R$ 46,00","R$ 0,00","R$ 46,00",3,"0,7229023897","46,17073119","0,273","0,030916","0,0006696016979","0,0001828012635","0,03091551039","0,005912836833","R$ 0,27","0,018",,3,Médio,1
15524,777264,320455905000014,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"0,138","0,006","0,006","4,406","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"0,7229023897","36,30624992","0,44","0,001442","3,971767955E-05","1,7475779E-05","0,001442029791","0,01211912552","R$ 0,09","0,048",,"4,002",Alto,1
15525,777281,320455905000015,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"0,423","0,008","0,015","3,656","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,3620073973","55,23120364","0,362","0,000881","1,595112802E-05","5,774308344E-06","0,0008809967517","0,006554265997","R$ 0,00","0,033",,5,Máximo,1
15526,777275,320455905000016,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,8309941152","47,48650228","0,012","0,007059","0,0001486527679","1,783833214E-06","0,007059668599","0,0002527033878","R$ 0,00","0,001",,3,Médio,1
15527,777273,320455905000016,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"2,385","0,013","0,164","6,871","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,8309941152","68,24092742","0,819","0,006116","8,962363542E-05","7,340175741E-05","0,006116006505","0,01200159539","R$ 0,18","0,036",,3,Médio,1
15528,777274,320455905000017,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"0,093","0,003","0,003","3,713","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"1,0145788","24,41822706","1,012",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15529,777275,320455905000017,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,3,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"1,0145788","47,48650228","0,003","0,007059","0,0001486527679","4,459583036E-07","0,007059668599","6,317584695E-05","R$ 0,00",0,,3,Médio,1
15530,777275,320455905000018,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"6,879866032","47,48650228","5,161","0,007059","0,0001486527679","0,0007671969349","0,007059668599","0,1086835154","R$ 1,67","0,326",,3,Médio,1
15531,7761696,320455905000018,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,074","0,008","0,008","11,332","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 30,30","R$ 0,00","R$ 30,30","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,37","R$ 0,00","R$ 0,37","R$ 30,66","R$ 0,00","R$ 30,66",3,"6,879866032","17,1764633","0,098","0,008278","0,0004819385607","4,722997894E-05","0,008278258656","0,005705481873","R$ 0,17","0,017",,3,Médio,1
15532,777273,320455905000018,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,385","0,013","0,164","6,871","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"6,879866032","68,24092742","1,485","0,006116","8,962363542E-05","0,0001330910986","0,006116006505","0,0217611345","R$ 0,33","0,065",,3,Médio,1
15533,7761699,320455905000018,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,058","0,008","0,008","14,203","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 53,02","R$ 0,00","R$ 53,02","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,64","R$ 0,00","R$ 0,64","R$ 53,66","R$ 0,00","R$ 53,66",3,"6,879866032","13,46439284","0,136","0,008214","0,0006100535017","8,296727623E-05","0,008213760347","0,01010071539","R$ 0,54","0,03",,3,Médio,1
15534,777274,320455905000020,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,093","0,003","0,003","3,713","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"10,4339277","24,41822706","2,509",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15535,777275,320455905000020,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"10,4339277","47,48650228","7,925","0,007059","0,0001486527679","0,001178073185","0,007059668599","0,166889529","R$ 2,56","0,501",,3,Médio,1
15536,7772721,320455905000024,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,174","0,006","0,01","5,959","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"15,40608891","12,06725282","3,141","0,00715","0,0005925126544","0,001861082248","0,007149850201","0,2602912234","R$ 2,00","1,041",,"3,417",Médio,1
15537,7772723,320455905000024,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,067","0,003","0,003","4,409","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"15,40608891","17,57764724","5,471","0,001313","7,469714132E-05","0,0004086680602","0,00131302635","0,3112475706","R$ 2,39","1,245",,"3,985",Alto,1
15538,777273,320455905000024,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,385","0,013","0,164","6,871","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"15,40608891","68,24092742","6,794","0,006116","8,962363542E-05","0,0006089029791","0,006116006505","0,09955902208","R$ 1,53","0,299",,3,Médio,1
15539,7772721,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,174","0,006","0,01","5,959","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"25,44983934","12,06725282","0,812","0,00715","0,0005925126544","0,0004811202754","0,007149850201","0,06728954901","R$ 0,52","0,269",,"3,417",Médio,1
15540,777263,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,427","0,004","0,034","8,035","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"25,44983934","30,11157739","7,59","0,002798","9,292107032E-05","0,0007052709237","0,002797946348","0,2520625174","R$ 3,86","0,756",,3,Médio,1
15541,7772621,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,239","0,001","0,011","4,766","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"25,44983934","17,05239383","0,129",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15542,777271,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,685","0,006","0,18","6,697","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"25,44983934","33,13352948","6,886","0,006513","0,0001965682528","0,001353568989","0,006513092489","0,2078257315","R$ 1,59","0,831",,"3,208",Médio,1
15543,777259,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"3,403","0,001","0,226","6,651","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"25,44983934","13,08130846","0,734",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15544,777261,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,668",0,"0,046","6,86","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"25,44983934","0,8190195439","0,738",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15545,777273,320455905000025,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,385","0,013","0,164","6,871","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"25,44983934","68,24092742","8,561","0,006116","8,962363542E-05","0,0007672679429","0,006116006505","0,125452574","R$ 1,92","0,376",,3,Médio,1
15546,777274,320455905000026,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,093","0,003","0,003","3,713","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"8,414793502","24,41822706","1,645",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15547,777273,320455905000026,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"2,385","0,013","0,164","6,871","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"8,414793502","68,24092742","6,77","0,006116","8,962363542E-05","0,0006067520118","0,006116006505","0,09920732698","R$ 1,52","0,298",,3,Médio,1
15548,777278,320455905000028,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,116","0,005","0,005","4,74","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"13,8147564","30,48456691","0,394","0,00259","8,496102332E-05","3,347464319E-05","0,002589951835","0,01292457266","R$ 0,10","0,052",,4,Alto,1
15549,777274,320455905000028,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,093","0,003","0,003","3,713","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"13,8147564","24,41822706","0,185",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15550,777264,320455905000028,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,138","0,006","0,006","4,406","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"13,8147564","36,30624992","13,236","0,001442","3,971767955E-05","0,0005257032065","0,001442029791","0,3645653305","R$ 2,79","1,458",,"4,002",Alto,1
15551,777291,320455905000029,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,96","0,004","0,037","3,902","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"21,07087446","14,17597001","0,682","0,002319","0,0001635866892","0,000111566122","0,002319004906","0,04810958259","R$ 0,37","0,192",,4,Alto,1
15552,777278,320455905000029,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,116","0,005","0,005","4,74","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"21,07087446","30,48456691","14,119","0,00259","8,496102332E-05","0,001199564688","0,002589951835","0,4631523893","R$ 3,55","1,853",,4,Alto,1
15553,777274,320455905000029,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,093","0,003","0,003","3,713","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,07087446","24,41822706","0,328",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15554,777264,320455905000029,Rural,3204559,Santa Maria de Jetibá,Espírito Santo,8,"0,138","0,006","0,006","4,406","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,57","R$ 0,00","R$ 7,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,09","R$ 0,00","R$ 0,09","R$ 7,67","R$ 0,00","R$ 7,67",4,"21,07087446","36,30624992","5,942","0,001442","3,971767955E-05","0,0002360024519","0,001442029791","0,1636632815","R$ 1,25","0,655",,"4,002",Alto,1
